record_id,date,day_index,week_index,division,district,upazila_city,ward_or_cluster,settlement_type,latitude,longitude,area_km2,total_population,population_density_per_km2,children_6_59m,children_under2,infants_6_8m,school_age_children_5_14,households,avg_household_size,slum_density_index,poverty_index,caregiver_literacy_rate,caregiver_phone_access_rate,mobile_population_index,hard_to_reach_index,road_access_score,flood_or_rain_access_risk,market_count,school_count,mosque_count,factory_count,community_health_volunteers,historical_epi_coverage,mr1_coverage_baseline,mr2_coverage_baseline,current_campaign_coverage,campaign_target_children,registered_children,immunization_card_available_rate,estimated_zero_dose_children,estimated_under_vaccinated_children,defaulter_children,missed_epi_sessions_30d,days_since_last_campaign,refusal_rate,absent_rate,field_followup_rate,cold_chain_outage_last_30d_flag,suspected_cases_today,confirmed_cases_today,deaths_today,cases_under5_today,cases_under2_today,infant_cases_today,rash_fever_reports_today,lab_tests_today,test_positivity_rate,cases_last7,confirmed_last7,deaths_last7,case_growth_7d_pct,rt_estimate,attack_rate_per_10000,contact_cluster_count,school_cluster_flag,market_cluster_flag,adjacent_high_risk_area_count,community_rumor_reports_7d,dominant_rumor_topic,community_sentiment_score,facility_id,nearest_health_facility,distance_to_nearest_facility_km,avg_travel_time_to_facility_min,vaccination_sites_active,mobile_teams_available,vaccinators_available,team_hours_available_today,vaccine_stock_mr_doses,doses_received_today,doses_used_today,doses_wasted_today,wastage_rate,cold_chain_capacity_doses,fridge_temp_avg_c,fridge_temp_excursion_count_7d,generator_available_flag,days_of_stock_remaining,stockout_risk_score,recommended_doses_needed_7d,vaccine_shortfall_7d,priority_shipment_flag,suggested_reallocation_from_facility,suggested_reallocation_to_facility,households_visited_today,children_screened_today,children_vaccinated_today,children_absent_today,children_refused_today,followup_households,estimated_households_to_visit_tomorrow,estimated_children_to_reach_tomorrow,doses_to_carry_tomorrow,daily_route_km_recommended,route_priority_rank,route_plan_text,nearest_hospital_id,nearest_hospital_name,distance_to_nearest_hospital_km,pediatric_beds_total,pediatric_beds_available,oxygen_cylinders_available,picu_beds_total,picu_beds_available,measles_admissions_today,total_pediatric_admissions_today,predicted_measles_admissions_7d,predicted_oxygen_demand_7d,picu_pressure_score,hospital_surge_risk_level,zero_dose_risk_score,outbreak_priority_score,forecast_cases_next_7d,forecast_cases_next_14d,forecast_growth_next_7d_pct,risk_level_next_week,scenario_80pct_coverage_cases_14d,scenario_90pct_coverage_cases_14d,scenario_95pct_coverage_cases_14d,expected_cases_averted_if_95pct,model_recommended_action,alert_flags_json,community_notes,ai_generated_field_brief,public_message_template_bn,data_quality_score,synthetic_data_flag
ZMC-040-009,2026-03-23,9,2,Chattogram,Chattogram,Chattogram City,Halishahar Ward North Sector,dense_urban,22.340139,91.789454,2.64,46138,17464,3842,1639,412,6715,9015,5.12,0.766,0.675,0.561,0.634,0.617,0.522,0.511,0.238,5,7,14,5,5,0.846,0.807,0.709,0.68,3842,2265,0.562,1423,155,509,1,13,0.12,0.254,0.882,0,0,0,0,0,0,0,0,0,0,1,0,0,100.0,1.956,0.217,1,0,0,1,8,fever_after_vaccine_fear,-0.33,CCC-01-N,Halishahar Health Center,6.57,98,3,5,17,106,1742,0,8,0,0.0,2191,5.46,1,0,217.75,0,664,0,0,none,none,838,998,8,46,17,70,136,82,88,19.14,65,Start at Halishahar Health Center; visit highest-risk blocks in Halishahar Ward North Sector; prioritize absent/refusal follow-ups; carry 88 MR doses; sync offline forms after route.,H-CTG-01,Chattogram Medical College Hospital,11.17,180,58,101,10,5,0,17,10,3,0.363,moderate,0.476,0.345,0,5,-100.0,low,3,2,2,3,Send rumor response team with community leader,"[""low_vaccine_confidence""]","Synthetic note: Halishahar Ward North Sector has dense urban conditions, 1423 estimated zero-dose children, 1 suspected cases in last 7 days, rumor topic: fever_after_vaccine_fear.","Tomorrow focus: Send rumor response team with community leader. Target 82 children, 136 households, stockout risk 0, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.772,True
ZMC-041-009,2026-03-23,9,2,Chattogram,Chattogram,Chattogram City,Pahartali Settlement North Sector,urban_slum,22.362756,91.818532,1.77,95632,54072,8577,4749,940,12000,17749,5.39,0.871,0.725,0.59,0.639,0.852,0.756,0.19,0.298,12,15,25,4,11,0.801,0.69,0.625,0.557,8577,4717,0.432,3597,443,1094,4,13,0.141,0.299,0.94,0,0,0,0,0,0,0,1,0,0,16,0,0,220.0,2.988,1.673,1,0,1,1,7,none,-0.146,CCC-02-N,Pahartali EPI Post,7.73,109,4,5,19,139,994,0,17,1,0.056,6396,5.17,0,1,58.47,0,1755,761,0,none,none,896,792,17,55,7,97,163,124,140,23.55,47,Start at Pahartali EPI Post; visit highest-risk blocks in Pahartali Settlement North Sector; prioritize absent/refusal follow-ups; carry 140 MR doses; sync offline forms after route.,H-CTG-01,Chattogram Medical College Hospital,13.26,100,35,52,3,0,0,6,21,7,0.698,high,0.586,0.528,31,92,93.8,moderate,66,52,37,55,Send rumor response team with community leader,[],"Synthetic note: Pahartali Settlement North Sector has urban slum conditions, 3597 estimated zero-dose children, 16 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Send rumor response team with community leader. Target 124 children, 163 households, stockout risk 0, hospital surge high.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.635,True
ZMC-042-009,2026-03-23,9,2,Coxs Bazar,Chattogram,Coxs Bazar Sadar,Kutupalong Fringe North Sector,camp_fringe,21.200857,92.163183,4.37,153308,35077,12627,6737,1128,17237,32507,4.72,0.986,0.925,0.531,0.597,0.943,0.806,0.22,0.355,18,26,35,7,15,0.759,0.613,0.544,0.485,12627,6944,0.338,6522,739,2477,6,13,0.137,0.35,0.94,0,2,0,0,1,0,0,3,1,0.0,29,4,1,480.0,3.2,1.892,4,0,1,0,7,vaccine_causes_measles_myth,-0.289,CXB-01-N,Kutupalong Outreach Post,8.49,208,4,6,24,167,5894,0,35,0,0.0,6929,4.84,0,1,168.4,0,3092,0,0,none,none,1460,972,35,49,22,120,488,346,373,31.27,33,Start at Kutupalong Outreach Post; visit highest-risk blocks in Kutupalong Fringe North Sector; prioritize absent/refusal follow-ups; carry 373 MR doses; sync offline forms after route.,H-CXB-01,Coxs Bazar District Hospital,16.61,45,9,17,1,0,0,7,24,9,1,critical,0.668,0.667,64,197,120.7,high,141,111,80,117,Prepare pediatric surge support,"[""hospital_surge_risk"", ""low_vaccine_confidence""]","Synthetic note: Kutupalong Fringe North Sector has camp fringe conditions, 6522 estimated zero-dose children, 29 suspected cases in last 7 days, rumor topic: vaccine_causes_measles_myth.","Tomorrow focus: Prepare pediatric surge support. Target 346 children, 488 households, stockout risk 0, hospital surge critical.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.651,True
ZMC-043-009,2026-03-23,9,2,Coxs Bazar,Chattogram,Teknaf Upazila,Teknaf Coastal Belt North Sector,coastal_hard_to_reach,20.846546,92.326436,7.78,28305,3637,2332,1166,275,4516,5174,5.47,0.795,0.84,0.515,0.541,0.84,0.804,0.233,0.744,6,8,10,3,4,0.812,0.662,0.572,0.54,2332,1282,0.422,1090,134,436,4,13,0.164,0.33,0.806,0,0,0,0,0,0,0,0,0,0,21,6,1,2000.0,3.2,7.419,4,1,0,0,6,none,-0.135,TEK-01-N,Teknaf Health Complex,8.64,268,1,6,13,78,1018,0,6,0,0.0,1231,4.69,1,0,169.67,0,569,0,0,none,none,367,323,6,14,5,27,54,46,49,25.17,39,Start at Teknaf Health Complex; visit highest-risk blocks in Teknaf Coastal Belt North Sector; prioritize absent/refusal follow-ups; carry 49 MR doses; sync offline forms after route.,H-CXB-02,Teknaf Upazila Health Complex,13.2,45,13,15,2,1,0,4,25,7,1,critical,0.61,0.607,47,140,123.8,high,100,79,57,83,Prepare pediatric surge support,"[""hospital_surge_risk""]","Synthetic note: Teknaf Coastal Belt North Sector has coastal hard to reach conditions, 1090 estimated zero-dose children, 21 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Prepare pediatric surge support. Target 46 children, 54 households, stockout risk 0, hospital surge critical.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.635,True
ZMC-044-009,2026-03-23,9,2,Rangamati,Chattogram,Rangamati Sadar,Hill Tract Cluster North Sector,hill_remote,22.710796,92.297719,10.66,10757,1009,991,446,78,1464,2003,5.37,0.899,0.832,0.554,0.539,0.897,0.766,0.209,0.237,2,3,8,4,1,0.809,0.631,0.543,0.454,991,545,0.423,446,58,202,3,13,0.149,0.336,0.542,0,2,0,0,1,0,0,2,1,0.0,18,3,0,1800.0,3.2,16.733,1,0,0,1,12,religious_concern,-0.406,RGT-01-N,Rangamati Outreach Clinic,8.83,160,1,8,21,133,356,0,1,0,0.0,540,5.68,2,1,356.0,0,294,0,0,none,none,738,620,1,44,16,64,23,18,19,24.55,41,Start at Rangamati Outreach Clinic; visit highest-risk blocks in Hill Tract Cluster North Sector; prioritize absent/refusal follow-ups; carry 19 MR doses; sync offline forms after route.,H-RGT-01,Rangamati General Hospital,11.66,45,2,21,2,0,0,4,24,12,1,critical,0.626,0.589,39,116,116.7,moderate,83,65,47,69,Prepare pediatric surge support,"[""hospital_surge_risk"", ""low_vaccine_confidence""]","Synthetic note: Hill Tract Cluster North Sector has hill remote conditions, 446 estimated zero-dose children, 18 suspected cases in last 7 days, rumor topic: religious_concern.","Tomorrow focus: Prepare pediatric surge support. Target 18 children, 23 households, stockout risk 0, hospital surge critical.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.679,True
ZMC-045-009,2026-03-23,9,2,Rajshahi,Rajshahi,Rajshahi City,Shiroil Bus Terminal Area North Sector,dense_urban,24.392191,88.622194,1.67,34498,20703,3209,1300,253,5047,6232,5.54,0.646,0.527,0.662,0.743,0.485,0.428,0.585,0.243,5,8,10,3,4,0.864,0.856,0.739,0.734,3209,2011,0.598,811,118,312,3,13,0.111,0.204,0.825,0,0,0,0,0,0,0,1,0,0,2,0,0,0.0,1.291,0.58,1,0,0,4,5,political_distrust,-0.106,RCC-01-N,Shiroil Urban Clinic,4.1,93,2,6,18,112,375,0,3,0,0.0,2572,5.78,1,1,125.0,0,355,0,0,none,none,1033,906,3,47,18,72,62,50,54,14.85,80,Start at Shiroil Urban Clinic; visit highest-risk blocks in Shiroil Bus Terminal Area North Sector; prioritize absent/refusal follow-ups; carry 54 MR doses; sync offline forms after route.,H-RAJ-01,Rajshahi Medical College Hospital,8.47,100,33,70,6,4,0,5,4,1,0.31,low,0.385,0.192,2,3,0.0,low,2,1,1,2,Maintain routine campaign and monitor,[],"Synthetic note: Shiroil Bus Terminal Area North Sector has dense urban conditions, 811 estimated zero-dose children, 2 suspected cases in last 7 days, rumor topic: political_distrust.","Tomorrow focus: Maintain routine campaign and monitor. Target 50 children, 62 households, stockout risk 0, hospital surge low.",এমআর টিকা শিশুকে হাম ও রুবেলা থেকে সুরক্ষা দেয়। টিকা কার্ড সঙ্গে আনুন।,0.745,True
ZMC-046-009,2026-03-23,9,2,Rajshahi,Rajshahi,Paba Upazila,Paba Char Community North Sector,river_char,24.433679,88.623534,8.38,15902,1897,1807,786,118,2482,3225,4.93,0.906,0.864,0.582,0.609,0.885,0.82,0.222,0.669,1,2,6,0,5,0.788,0.736,0.635,0.594,1807,993,0.36,818,86,352,3,13,0.179,0.334,0.766,1,0,0,0,0,0,0,1,0,0,14,3,1,1300.0,3.2,8.804,2,0,0,3,7,none,-0.274,PAB-01-N,Paba Union Clinic,7.56,195,1,5,14,92,602,0,3,25,0.893,1250,5.88,3,1,200.67,0,765,163,0,none,none,382,359,3,12,7,25,102,87,171,24.23,47,Start at Paba Union Clinic; visit highest-risk blocks in Paba Char Community North Sector; prioritize absent/refusal follow-ups; carry 171 MR doses; sync offline forms after route.,H-RAJ-02,Paba Upazila Health Complex,16.75,120,19,32,5,1,0,20,22,6,0.642,high,0.624,0.526,29,88,107.1,moderate,63,49,36,52,Send rumor response team with community leader,"[""low_vaccine_confidence"", ""cold_chain_temperature_excursion""]","Synthetic note: Paba Char Community North Sector has river char conditions, 818 estimated zero-dose children, 14 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Send rumor response team with community leader. Target 87 children, 102 households, stockout risk 0, hospital surge high.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.612,True
ZMC-047-009,2026-03-23,9,2,Naogaon,Rajshahi,Naogaon Sadar,Naogaon Low Coverage Belt North Sector,rural,24.795895,88.925123,9.79,8141,831,664,445,70,1101,1915,4.25,0.628,0.472,0.686,0.666,0.499,0.463,0.509,0.273,2,5,1,4,4,0.862,0.841,0.717,0.724,664,371,0.554,206,24,48,2,13,0.1,0.25,0.839,0,0,0,0,0,0,0,0,0,0,1,0,0,100.0,1.863,1.228,0,0,0,3,5,none,-0.066,NAO-01-N,Naogaon EPI Center,4.02,60,1,4,14,97,239,0,0,0,0.0,354,5.86,1,1,17.61,0,95,0,0,none,none,654,708,0,18,6,25,29,24,25,12.64,65,Start at Naogaon EPI Center; visit highest-risk blocks in Naogaon Low Coverage Belt North Sector; prioritize absent/refusal follow-ups; carry 25 MR doses; sync offline forms after route.,H-NAO-01,Naogaon District Hospital,9.6,80,13,19,5,1,0,9,9,4,0.563,high,0.406,0.348,1,2,0.0,low,1,1,0,2,Maintain routine campaign and monitor,[],"Synthetic note: Naogaon Low Coverage Belt North Sector has rural conditions, 206 estimated zero-dose children, 1 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Maintain routine campaign and monitor. Target 24 children, 29 households, stockout risk 0, hospital surge high.",এমআর টিকা শিশুকে হাম ও রুবেলা থেকে সুরক্ষা দেয়। টিকা কার্ড সঙ্গে আনুন।,0.786,True
ZMC-048-009,2026-03-23,9,2,Rangpur,Rangpur,Rangpur City,Rangpur Central Ward North Sector,dense_urban,25.745913,89.275833,2.49,49878,20018,5940,2553,396,6650,11586,4.31,0.626,0.473,0.697,0.667,0.507,0.441,0.604,0.293,5,7,12,1,4,0.895,0.832,0.793,0.723,5940,3575,0.624,1812,185,418,4,13,0.102,0.249,0.833,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.039,0.2,0,0,0,2,7,religious_concern,-0.107,RPC-01-N,Rangpur Urban Clinic,4.54,84,2,3,9,56,791,0,8,0,0.0,4675,5.34,0,0,98.88,0,559,0,0,none,none,572,342,8,17,4,28,184,82,88,16.33,81,Start at Rangpur Urban Clinic; visit highest-risk blocks in Rangpur Central Ward North Sector; prioritize absent/refusal follow-ups; carry 88 MR doses; sync offline forms after route.,H-RNG-01,Rangpur Medical College Hospital,12.38,220,47,109,12,4,0,15,2,0,0.334,low,0.386,0.191,0,3,-100.0,low,2,1,1,2,Send rumor response team with community leader,[],"Synthetic note: Rangpur Central Ward North Sector has dense urban conditions, 1812 estimated zero-dose children, 1 suspected cases in last 7 days, rumor topic: religious_concern.","Tomorrow focus: Send rumor response team with community leader. Target 82 children, 184 households, stockout risk 0, hospital surge low.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.724,True
ZMC-049-009,2026-03-23,9,2,Kurigram,Rangpur,Ulipur Upazila,Brahmaputra Char Zone North Sector,river_char,25.666838,89.633428,12.32,14800,1201,1199,621,125,1884,3269,4.53,0.892,0.929,0.48,0.546,0.937,0.884,0.145,0.751,2,3,7,3,4,0.76,0.615,0.527,0.452,1199,659,0.353,670,74,339,3,13,0.127,0.366,0.74,0,1,0,0,0,0,0,1,0,0,5,0,0,500.0,3.2,3.378,0,0,0,2,8,none,-0.224,ULI-01-N,Ulipur Char Outreach,8.25,253,1,9,21,147,213,0,1,0,0.0,634,4.77,1,0,213.0,0,338,125,0,none,none,1023,887,1,65,22,90,31,23,24,25.49,49,Start at Ulipur Char Outreach; visit highest-risk blocks in Brahmaputra Char Zone North Sector; prioritize absent/refusal follow-ups; carry 24 MR doses; sync offline forms after route.,H-KUR-01,Kurigram District Hospital,17.66,80,34,39,5,0,0,5,22,8,0.8,critical,0.673,0.514,12,38,140.0,moderate,27,21,15,23,Prepare pediatric surge support,"[""hospital_surge_risk"", ""low_vaccine_confidence""]","Synthetic note: Brahmaputra Char Zone North Sector has river char conditions, 670 estimated zero-dose children, 5 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Prepare pediatric surge support. Target 23 children, 31 households, stockout risk 0, hospital surge critical.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.641,True
ZMC-050-009,2026-03-23,9,2,Dinajpur,Rangpur,Dinajpur Sadar,Dinajpur Rural Belt North Sector,rural,25.604916,88.645943,10.33,11446,1108,1348,624,91,1795,2395,4.78,0.537,0.43,0.654,0.627,0.412,0.397,0.547,0.233,2,3,3,2,5,0.909,0.849,0.768,0.775,1348,864,0.658,308,44,116,3,13,0.116,0.174,0.919,0,0,0,0,0,0,0,0,0,0,2,0,0,200.0,2.9,1.747,0,0,0,1,4,fever_after_vaccine_fear,-0.187,DIN-01-N,Dinajpur Sadar Clinic,5.36,109,2,6,15,90,627,0,1,0,0.0,985,5.72,1,0,627.0,0,151,0,0,none,none,696,453,1,15,5,23,31,14,15,16.28,68,Start at Dinajpur Sadar Clinic; visit highest-risk blocks in Dinajpur Rural Belt North Sector; prioritize absent/refusal follow-ups; carry 15 MR doses; sync offline forms after route.,H-DIN-01,Dinajpur M Abdur Rahim Medical College,5.86,140,19,104,7,4,0,24,17,4,0.434,moderate,0.342,0.314,5,17,150.0,low,12,9,6,11,Maintain routine campaign and monitor,"[""low_vaccine_confidence""]","Synthetic note: Dinajpur Rural Belt North Sector has rural conditions, 308 estimated zero-dose children, 2 suspected cases in last 7 days, rumor topic: fever_after_vaccine_fear.","Tomorrow focus: Maintain routine campaign and monitor. Target 14 children, 31 households, stockout risk 0, hospital surge moderate.",এমআর টিকা শিশুকে হাম ও রুবেলা থেকে সুরক্ষা দেয়। টিকা কার্ড সঙ্গে আনুন।,0.757,True
ZMC-051-009,2026-03-23,9,2,Khulna,Khulna,Khulna City,Khalishpur Industrial Area North Sector,industrial_urban,22.843489,89.552113,2.22,48083,21652,5468,2068,362,7330,8952,5.37,0.731,0.63,0.645,0.675,0.688,0.63,0.328,0.335,6,9,10,9,6,0.877,0.768,0.752,0.693,5468,3007,0.465,1678,188,669,2,13,0.126,0.276,0.938,0,2,0,0,1,0,0,2,0,0,2,0,0,-66.7,0.902,0.416,0,0,0,1,7,none,0.076,KCC-01-N,Khalishpur Health Center,7.65,143,3,7,19,137,2300,0,13,0,0.0,2777,5.73,1,1,176.92,0,485,0,0,none,none,874,625,13,14,9,35,98,64,69,21.41,76,Start at Khalishpur Health Center; visit highest-risk blocks in Khalishpur Industrial Area North Sector; prioritize absent/refusal follow-ups; carry 69 MR doses; sync offline forms after route.,H-KHL-01,Khulna Medical College Hospital,13.81,140,22,69,5,2,0,8,2,0,0.334,low,0.463,0.237,2,7,0.0,low,5,3,2,5,Send rumor response team with community leader,[],"Synthetic note: Khalishpur Industrial Area North Sector has industrial urban conditions, 1678 estimated zero-dose children, 2 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Send rumor response team with community leader. Target 64 children, 98 households, stockout risk 0, hospital surge low.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.708,True
ZMC-052-009,2026-03-23,9,2,Khulna,Khulna,Dacope Upazila,Dacope Coastal Villages North Sector,coastal_hard_to_reach,22.564653,89.52817,11.58,37347,3223,3568,1842,369,5607,8230,4.54,0.777,0.781,0.54,0.573,0.886,0.829,0.242,0.763,6,9,10,5,7,0.801,0.677,0.61,0.528,3568,1962,0.398,1498,185,624,3,13,0.125,0.312,0.86,0,2,0,0,1,1,0,2,1,0.0,2,0,0,-50.0,0.925,0.536,0,0,0,5,5,none,-0.19,DAC-01-N,Dacope Union Clinic,9.2,266,3,8,24,158,1671,0,5,0,0.0,2127,5.2,1,0,334.2,0,440,0,0,none,none,1143,687,5,17,16,49,57,38,41,27.07,70,Start at Dacope Union Clinic; visit highest-risk blocks in Dacope Coastal Villages North Sector; prioritize absent/refusal follow-ups; carry 41 MR doses; sync offline forms after route.,H-KHL-02,Dacope Upazila Health Complex,14.18,35,15,18,2,1,0,6,3,0,0.42,moderate,0.58,0.299,1,6,-50.0,low,4,3,2,4,Open temporary school vaccination post,"[""low_vaccine_confidence""]","Synthetic note: Dacope Coastal Villages North Sector has coastal hard to reach conditions, 1498 estimated zero-dose children, 2 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Open temporary school vaccination post. Target 38 children, 57 households, stockout risk 0, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.657,True
ZMC-053-009,2026-03-23,9,2,Satkhira,Khulna,Shyamnagar Upazila,Shyamnagar Embankment Area North Sector,coastal_hard_to_reach,22.339835,89.084185,13.42,51619,3847,4627,1914,372,6181,11803,4.37,0.822,0.858,0.503,0.602,0.913,0.803,0.355,0.714,8,10,11,2,7,0.815,0.679,0.619,0.563,4627,2544,0.465,2025,236,602,3,13,0.16,0.368,0.934,0,0,0,0,0,0,0,0,0,0,4,0,0,300.0,3.2,0.775,0,0,0,2,6,vaccine_shortage_confusion,-0.317,SHY-01-N,Shyamnagar Outreach Clinic,5.98,144,1,7,18,128,1526,0,6,0,0.0,3466,5.06,1,0,254.33,0,947,0,0,none,none,1010,1056,6,70,18,115,137,70,75,21.86,56,Start at Shyamnagar Outreach Clinic; visit highest-risk blocks in Shyamnagar Embankment Area North Sector; prioritize absent/refusal follow-ups; carry 75 MR doses; sync offline forms after route.,H-SAT-01,Satkhira Medical College Hospital,17.16,180,44,86,12,7,0,13,22,10,0.452,moderate,0.602,0.437,6,22,50.0,moderate,15,12,9,13,Open temporary school vaccination post,"[""low_vaccine_confidence""]","Synthetic note: Shyamnagar Embankment Area North Sector has coastal hard to reach conditions, 2025 estimated zero-dose children, 4 suspected cases in last 7 days, rumor topic: vaccine_shortage_confusion.","Tomorrow focus: Open temporary school vaccination post. Target 70 children, 137 households, stockout risk 0, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.679,True
ZMC-054-009,2026-03-23,9,2,Barishal,Barishal,Barishal City,Nathullabad Transport Hub North Sector,dense_urban,22.677541,90.378033,2.13,50176,23526,4038,2658,499,7168,11698,4.29,0.648,0.538,0.673,0.704,0.51,0.42,0.647,0.226,6,9,10,3,2,0.866,0.826,0.779,0.759,4038,2300,0.587,937,131,350,2,13,0.093,0.22,0.682,0,0,0,0,0,0,0,1,0,0,9,3,1,800.0,3.2,1.794,0,0,0,0,6,political_distrust,-0.119,BCC-01-N,Nathullabad Health Post,4.17,89,2,4,15,105,1235,0,6,0,0.0,2935,5.01,0,0,205.83,0,456,0,0,none,none,789,938,6,43,18,72,127,86,92,13.69,61,Start at Nathullabad Health Post; visit highest-risk blocks in Nathullabad Transport Hub North Sector; prioritize absent/refusal follow-ups; carry 92 MR doses; sync offline forms after route.,H-BAR-01,Sher-e-Bangla Medical College Hospital,7.68,100,38,33,3,1,0,4,20,5,0.629,high,0.366,0.388,20,63,122.2,moderate,45,35,25,38,Maintain routine campaign and monitor,[],"Synthetic note: Nathullabad Transport Hub North Sector has dense urban conditions, 937 estimated zero-dose children, 9 suspected cases in last 7 days, rumor topic: political_distrust.","Tomorrow focus: Maintain routine campaign and monitor. Target 86 children, 127 households, stockout risk 0, hospital surge high.",এমআর টিকা শিশুকে হাম ও রুবেলা থেকে সুরক্ষা দেয়। টিকা কার্ড সঙ্গে আনুন।,0.768,True
ZMC-055-009,2026-03-23,9,2,Bhola,Barishal,Char Fasson Upazila,Island Char Cluster North Sector,island_char,22.154173,90.77653,14.68,11941,813,1193,485,116,1480,2618,4.56,0.967,0.931,0.532,0.602,0.963,0.855,0.28,0.728,4,5,2,0,1,0.703,0.648,0.564,0.495,1193,656,0.317,555,66,167,4,13,0.183,0.335,0.578,0,1,0,0,0,0,0,2,0,0,5,0,0,500.0,3.2,4.187,0,0,0,3,10,none,-0.38,CHF-01-N,Char Fasson Outreach,9.2,283,1,7,20,143,300,0,3,0,0.0,877,7.06,1,1,100.0,0,278,0,0,none,none,1144,945,3,52,37,91,25,21,22,27.6,47,Start at Char Fasson Outreach; visit highest-risk blocks in Island Char Cluster North Sector; prioritize absent/refusal follow-ups; carry 22 MR doses; sync offline forms after route.,H-BHO-01,Bhola District Hospital,12.49,45,5,32,1,0,0,7,22,11,1,critical,0.667,0.535,13,42,160.0,moderate,30,23,17,25,Prepare pediatric surge support,"[""hospital_surge_risk"", ""low_vaccine_confidence""]","Synthetic note: Island Char Cluster North Sector has island char conditions, 555 estimated zero-dose children, 5 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Prepare pediatric surge support. Target 21 children, 25 households, stockout risk 0, hospital surge critical.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.587,True
